 7.64370579e-02 8.16977297e-03 5.70826756e-03 1.24215408e-03 4.81560781e-04 2.57943365e+00
 9.77240091e-02 6.84871272e-03 4.82132634e-03 1.44154738e-03 5.55179347e-04 2.59654360e+00
 1.21484036e-01 5.84396007e-03 4.11988970e-03 1.64810793e-03 6.30761332e-04 2.61288675e+00
 1.47652014e-01 5.04677371e-03 3.54725554e-03 1.86306830e-03 7.08422253e-04 2.62988393e+00
 1.76156219e-01 4.39213952e-03 3.06730964e-03 2.08838363e-03 7.88367357e-04 2.64899810e+00
 2.06918522e-01 3.83935506e-03 2.65653387e-03 2.32602036e-03 8.70835640e-04 2.67102109e+00
 2.39854607e-01 3.36191572e-03 2.29923210e-03 2.57826883e-03 9.56062978e-04 2.69675627e+00
 2.74874197e-01 2.94181953e-03 1.98455342e-03 2.84778880e-03 1.04425790e-03 2.72709337e+00
 3.11881306e-01 2.56618471e-03 1.70460096e-03 3.13774943e-03 1.13558745e-03 2.76310682e+00
 3.50774501e-01 2.22504698e-03 1.45314915e-03 3.45212613e-03 1.23017272e-03 2.80621254e+00
 3.91447178e-01 1.90967167e-03 1.22465249e-03 3.79630071e-03 1.32809527e-03 2.85845511e+00
 4.33787856e-01 1.61081742e-03 1.01324824e-03 4.17830723e-03 1.42941699e-03 2.92308491e+00
 4.77680482e-01 1.31603077e-03 8.11241922e-04 4.61157359e-03 1.53421792e-03 3.00581394e+00
 5.23004750e-01 1.00322514e-03 6.05534482e-04 5.12151674e-03 1.64265880e-03 3.11782140e+00
 5.69636429e-01 6.17761601e-04 3.64808440e-04 5.76372654e-03 1.75508044e-03 3.28402414e+00
 6.17447704e-01 -7.49704385e-05 -4.32752524e-05 6.68646295e-03 1.87216116e-03 3.57152102e+00
 6.66307528e-01 -1.67447756e-03 -9.43661301e-04 8.44974520e-03 1.99517484e-03 4.23509009e+00
 7.16081980e-01 -1.59143907e-03 -8.74097691e-04 1.22121610e-02 2.12644280e-03 5.74300000e+00
 7.66634632e-01 -1.51200085e-03 -8.07187149e-04 1.30378019e-02 2.27020754e-03 5.74300000e+00
 8.17826922e-01 -1.43334207e-03 -7.40391391e-04 1.39817622e-02 2.43457465e-03 5.74300000e+00
 8.69518536e-01 -1.35089837e-03 -6.69717195e-04 1.51429487e-02 2.63676627e-03 5.74300000e+00
 9.21567790e-01 -1.25480217e-03 -5.86936788e-04 1.67835652e-02 2.92243865e-03 5.74300000e+00
 9.73832022e-01 -1.10697977e-03 -4.62510499e-04 2.01296802e-02 3.50508101e-03 5.74300000e+00
